kieu_ket_hop,cong_thuc,tu_moi_phat_hien
prefix+root,re-+petition,repetition
prefix+root,auto-+pilot,autopilot
prefix+root,up-+pity,uppity
prefix+root,ex-+plain,explain
prefix+root,im-+plant,implant
prefix+root,down-+play,downplay
prefix+root,by-+play,byplay
prefix+root,mis-+play,misplay
prefix+root,dis-+play,display
prefix+root,under-+play,underplay
prefix+root,non-+plus,nonplus
prefix+root,im-+port,import
prefix+root,ex-+pound,expound
prefix+root,im-+pound,impound
prefix+root,super-+power,superpower
prefix+root,re-+present,represent
prefix+root,im-+print,imprint
prefix+root,im-+prison,imprison
prefix+root,semi-+private,semiprivate
prefix+root,de-+program,deprogram
prefix+root,re-+program,reprogram
prefix+root,sub-+program,subprogram
prefix+root,re-+proof,reproof
prefix+root,re-+prove,reprove
prefix+root,im-+prove,improve
prefix+root,re-+public,republic
prefix+root,re-+publish,republish
prefix+root,im-+pulse,impulse
prefix+root,uni-+quest,uniquest
prefix+root,de-+range,derange
prefix+root,pro-+rate,prorate
prefix+root,be-+rate,berate
prefix+root,al-+ready,already
prefix+root,pre-+register,preregister
prefix+root,su-+rely,surely
prefix+root,su-+rest,surest
prefix+root,back-+rest,backrest
prefix+root,di-+rest,direst
prefix+root,de-+ride,deride
prefix+root,al-+right,alright
prefix+root,inter-+ring,interring
prefix+root,co-+ring,coring
prefix+root,ab-+road,abroad
prefix+root,sur-+round,surround
prefix+root,fore-+sail,foresail
prefix+root,up-+scale,upscale
prefix+root,down-+scale,downscale
prefix+root,ob-+scene,obscene
prefix+root,milli-+second,millisecond
prefix+root,in-+secure,insecure
prefix+root,re-+sell,resell
prefix+root,re-+send,resend
prefix+root,god-+send,godsend
prefix+root,re-+serve,reserve
prefix+root,ob-+serve,observe
prefix+root,over-+share,overshare
prefix+root,peri-+shed,perished
prefix+root,di-+shed,dished
prefix+root,after-+shock,aftershock
prefix+root,bi-+shop,bishop
prefix+root,under-+shot,undershot
prefix+root,pre-+shrink,preshrink
prefix+root,re-+side,reside
prefix+root,back-+side,backside
prefix+root,pre-+side,preside
prefix+root,sub-+side,subside
prefix+root,de-+sign,design
prefix+root,re-+sign,resign
prefix+root,en-+sign,ensign
prefix+root,in-+sincere,insincere
prefix+root,demi-+sing,demising
prefix+root,mis-+sing,missing
prefix+root,dis-+sing,dissing
prefix+root,re-+sister,resister
prefix+root,down-+size,downsize
prefix+root,super-+size,supersize
prefix+root,under-+skirt,underskirt
prefix+root,un-+snap,unsnap
prefix+root,in-+sole,insole
prefix+root,dis-+solve,dissolve
prefix+root,re-+sort,resort
prefix+root,re-+sound,resound
prefix+root,ultra-+sound,ultrasound
prefix+root,hyper-+space,hyperspace
prefix+root,re-+spell,respell
prefix+root,su-+spend,suspend
prefix+root,over-+spend,overspend
prefix+root,back-+spin,backspin
prefix+root,de-+spite,despite
prefix+root,re-+spite,respite
prefix+root,di-+sport,disport
prefix+root,de-+spot,despot
prefix+root,over-+spread,overspread
prefix+root,di-+staff,distaff
prefix+root,down-+stage,downstage
prefix+root,back-+stage,backstage
prefix+root,in-+stance,instance
prefix+root,sub-+stance,substance
prefix+root,di-+stance,distance
prefix+root,under-+stand,understand
prefix+root,co-+star,costar
prefix+root,re-+start,restart
prefix+root,pro-+state,prostate
prefix+root,down-+state,downstate
prefix+root,mis-+step,misstep
prefix+root,di-+still,distill
prefix+root,back-+stop,backstop
prefix+root,re-+store,restore
prefix+root,di-+stress,distress
prefix+root,back-+stretch,backstretch
prefix+root,di-+strict,district
prefix+root,re-+submit,resubmit
prefix+root,un-+subtle,unsubtle
prefix+root,re-+supply,resupply
prefix+root,over-+supply,oversupply
prefix+root,non-+support,nonsupport
prefix+root,down-+swing,downswing
prefix+root,de-+tail,detail
prefix+root,re-+tail,retail
prefix+root,out-+take,outtake
prefix+root,pre-+teen,preteen
prefix+root,sub-+teen,subteen
prefix+root,pre-+tend,pretend
prefix+root,pre-+tender,pretender
prefix+root,tri-+test,tritest
prefix+root,de-+test,detest
prefix+root,pro-+test,protest
prefix+root,pre-+text,pretext
prefix+root,hyper-+text,hypertext
prefix+root,over-+think,overthink
prefix+root,over-+thought,overthought
prefix+root,be-+tide,betide
prefix+root,down-+time,downtime
prefix+root,re-+tire,retire
prefix+root,en-+tire,entire
prefix+root,al-+together,altogether
prefix+root,sub-+total,subtotal
prefix+root,cross-+town,crosstown
prefix+root,mid-+town,midtown
prefix+root,ex-+tradition,extradition
prefix+root,dis-+trait,distrait
prefix+root,re-+treat,retreat
prefix+root,mis-+treat,mistreat
prefix+root,dia-+tribe,diatribe
prefix+root,in-+trust,intrust
prefix+root,re-+turn,return
prefix+root,un-+twist,untwist
prefix+root,in-+valid,invalid
prefix+root,di-+verse,diverse
prefix+root,multi-+verse,multiverse
prefix+root,re-+very,revery
prefix+root,en-+viable,enviable
prefix+root,over-+view,overview
prefix+root,inter-+view,interview
prefix+root,in-+voice,invoice
prefix+root,de-+vote,devote
prefix+root,in-+vulnerable,invulnerable
prefix+root,up-+ward,upward
prefix+root,re-+ward,reward
prefix+root,after-+ward,afterward
prefix+root,down-+ward,downward
prefix+root,in-+ward,inward
prefix+root,back-+ward,backward
prefix+root,out-+ward,outward
prefix+root,co-+ward,coward
prefix+root,on-+ward,onward
prefix+root,back-+water,backwater
prefix+root,out-+wear,outwear
prefix+root,re-+wind,rewind
prefix+root,co-+wing,cowing
prefix+root,mid-+winter,midwinter
prefix+root,cross-+wise,crosswise
prefix+root,fore-+woman,forewoman
prefix+root,after-+word,afterword
prefix+root,re-+work,rework
prefix+root,re-+wound,rewound
prefix+root,un-+wrap,unwrap
prefix+root,back-+yard,backyard
prefix+root,mid-+year,midyear
root+suffix,absolute+-est,absolutest
root+suffix,absurd+-est,absurdest
root+suffix,absurd+-er,absurder
root+suffix,abuse+-er,abuser
root+suffix,access+-ory,accessory
root+suffix,accident+-ally,accidentally
root+suffix,account+-ancy,accountancy
root+suffix,acid+-ly,acidly
root+suffix,acute+-est,acutest
root+suffix,acute+-er,acuter
root+suffix,adapt+-or,adaptor
root+suffix,address+-able,addressable
root+suffix,admire+-al,admiral
root+suffix,advantage+-ous,advantageous
root+suffix,adverse+-est,adversest
root+suffix,adverse+-er,adverser
root+suffix,alcohol+-ics,alcoholics
root+suffix,alien+-ated,alienated
root+suffix,allege+-ory,allegory
root+suffix,amaze+-on,amazon
root+suffix,anchor+-ite,anchorite
root+suffix,ancient+-est,ancientest
root+suffix,ancient+-er,ancienter
root+suffix,apple+-iance,appliance
root+suffix,appoint+-ive,appointive
root+suffix,attend+-er,attender
root+suffix,august+-est,augustest
root+suffix,august+-er,auguster
root+suffix,automatic+-ally,automatically
root+suffix,awkward+-est,awkwardest
root+suffix,awkward+-er,awkwarder
root+suffix,baby+-est,babiest
root+suffix,baby+-er,babier
root+suffix,bare+-ium,barium
root+suffix,bare+-on,baron
root+suffix,base+-ics,basics
root+suffix,base+-al,basal
root+suffix,battle+-ship,battleship
root+suffix,bend+-er,bender
root+suffix,bill+-fold,billfold
root+suffix,bill+-ion,billion
root+suffix,bill+-et,billet
root+suffix,bird+-ie,birdie
root+suffix,birth+-er,birther
root+suffix,black+-ish,blackish
root+suffix,blame+-er,blamer
root+suffix,blank+-et,blanket
root+suffix,blind+-fold,blindfold
root+suffix,blue+-er,bluer
root+suffix,bomb+-astic,bombastic
root+suffix,bomb+-ard,bombard
root+suffix,bone+-us,bonus
root+suffix,book+-ie,bookie
root+suffix,boot+-ie,bootie
root+suffix,bore+-on,boron
root+suffix,bound+-en,bounden
root+suffix,brand+-ish,brandish
root+suffix,breath+-able,breathable
root+suffix,brief+-ness,briefness
root+suffix,brown+-ie,brownie
root+suffix,burn+-ous,burnous
root+suffix,burn+-ish,burnish
root+suffix,call+-ous,callous
root+suffix,call+-us,callus
root+suffix,camp+-us,campus
root+suffix,cancel+-ling,cancelling
root+suffix,cancer+-ous,cancerous
root+suffix,carbon+-ated,carbonated
root+suffix,card+-iac,cardiac
root+suffix,care+-ess,caress
root+suffix,care+-een,careen
root+suffix,care+-eer,career
root+suffix,care+-et,caret
root+suffix,carry+-on,carrion
root+suffix,cast+-or,castor
root+suffix,cast+-ling,castling
root+suffix,casual+-ly,casually
root+suffix,cause+-ally,causally
root+suffix,cell+-ist,cellist
root+suffix,centre+-ist,centrist
root+suffix,centre+-ally,centrally
root+suffix,centre+-al,central
root+suffix,ceremony+-ous,ceremonious
root+suffix,ceremony+-ally,ceremonially
root+suffix,channel+-ling,channelling
root+suffix,chart+-er,charter
root+suffix,chief+-est,chiefest
root+suffix,chief+-er,chiefer
root+suffix,chip+-er,chipper
root+suffix,circle+-et,circlet
root+suffix,circuit+-ous,circuitous
root+suffix,civil+-ly,civilly
root+suffix,class+-ics,classics
root+suffix,clinic+-ian,clinician
root+suffix,clinic+-ally,clinically
root+suffix,close+-et,closet
root+suffix,code+-ine,codeine
root+suffix,college+-ian,collegian
root+suffix,come+-ity,comity
root+suffix,come+-ics,comics
root+suffix,come+-ic,comic
root+suffix,come+-et,comet
root+suffix,comic+-ally,comically
root+suffix,command+-ant,commandant
root+suffix,comment+-ated,commentated
root+suffix,commit+-ee,committee
root+suffix,compel+-ling,compelling
root+suffix,complete+-est,completest
root+suffix,complete+-er,completer
root+suffix,comply+-ment,compliment
root+suffix,condition+-ally,conditionally
root+suffix,confer+-er,conferrer
root+suffix,confuse+-er,confuser
root+suffix,connect+-or,connector
root+suffix,connect+-er,connecter
root+suffix,content+-ious,contentious
root+suffix,content+-ion,contention
root+suffix,continue+-ous,continuous
root+suffix,continue+-ally,continually
root+suffix,contract+-ile,contractile
root+suffix,control+-ling,controlling
root+suffix,convention+-ally,conventionally
root+suffix,cook+-ie,cookie
root+suffix,cool+-ie,coolie
root+suffix,copy+-ous,copious
root+suffix,core+-al,coral
root+suffix,correct+-est,correctest
root+suffix,correct+-or,corrector
root+suffix,correct+-er,correcter
root+suffix,cost+-ar,costar
root+suffix,count+-er,counter
root+suffix,courage+-ous,courageous
root+suffix,crack+-ling,crackling
root+suffix,crack+-ly,crackly
root+suffix,create+-ure,creature
root+suffix,crimin+-ally,criminally
root+suffix,critic+-ally,critically
root+suffix,crude+-ness,crudeness
root+suffix,cult+-ure,culture
root+suffix,culture+-ally,culturally
root+suffix,cure+-ie,curie
root+suffix,cure+-ate,curate
root+suffix,cure+-ious,curious
root+suffix,cure+-er,curer
root+suffix,cure+-acy,curacy
root+suffix,custom+-ize,customize
root+suffix,danger+-ous,dangerous
root+suffix,date+-ive,dative
root+suffix,dear+-th,dearth
root+suffix,define+-er,definer
root+suffix,defy+-ling,defiling
root+suffix,deny+-er,denier
root+suffix,depart+-ment,department
root+suffix,descend+-er,descender
root+suffix,design+-ated,designated
root+suffix,desire+-ous,desirous
root+suffix,devil+-ling,devilling
root+suffix,dimension+-less,dimensionless
root+suffix,direct+-est,directest
root+suffix,direct+-er,directer
root+suffix,disk+-ette,diskette
root+suffix,distinct+-est,distinctest
root+suffix,distinct+-er,distincter
root+suffix,dive+-est,divest
root+suffix,dive+-ine,divine
root+suffix,divine+-est,divinest
root+suffix,domestic+-ally,domestically
root+suffix,domestic+-ated,domesticated
root+suffix,double+-et,doublet
root+suffix,drag+-on,dragon
root+suffix,drain+-er,drainer
root+suffix,draw+-ling,drawling
root+suffix,draw+-er,drawer
root+suffix,dress+-age,dressage
root+suffix,drive+-ling,driveling
root+suffix,drive+-en,driven
root+suffix,dump+-ster,dumpster
root+suffix,dynamic+-ally,dynamically
root+suffix,earn+-est,earnest
root+suffix,earth+-ward,earthward
root+suffix,edit+-able,editable
root+suffix,endorse+-er,endorser
root+suffix,engine+-er,engineer
root+suffix,enhance+-er,enhancer
root+suffix,enorm+-ity,enormity
root+suffix,enorm+-ous,enormous
root+suffix,erect+-ile,erectile
root+suffix,ethic+-ally,ethically
root+suffix,even+-ess,evenness
root+suffix,even+-est,evenest
root+suffix,even+-er,evener
root+suffix,evil+-est,evilest
root+suffix,evil+-er,eviler
root+suffix,evil+-ly,evilly
root+suffix,exact+-est,exactest
root+suffix,exact+-er,exacter
root+suffix,execute+-able,executable
root+suffix,expect+-ancy,expectancy
root+suffix,experiment+-ally,experimentally
root+suffix,extreme+-est,extremest
root+suffix,extreme+-er,extremer
root+suffix,fabric+-ated,fabricated
root+suffix,face+-ade,facade
root+suffix,face+-ile,facile
root+suffix,face+-et,facet
root+suffix,fame+-ous,famous
root+suffix,fame+-ine,famine
root+suffix,fame+-ish,famish
root+suffix,fancy+-ness,fanciness
root+suffix,fate+-ally,fatally
root+suffix,fill+-et,fillet
root+suffix,filter+-able,filterable
root+suffix,fine+-ite,finite
root+suffix,fine+-ale,finale
root+suffix,fine+-ance,finance
root+suffix,fine+-ish,finish
root+suffix,fine+-ally,finally
root+suffix,fine+-al,final
root+suffix,flag+-ship,flagship
root+suffix,flag+-on,flagon
root+suffix,flame+-age,flamage
root+suffix,flame+-er,flamer
root+suffix,flat+-er,flatter
root+suffix,flavor+-ful,flavorful
root+suffix,fleet+-est,fleetest
root+suffix,flour+-ish,flourish
root+suffix,flow+-er,flower
root+suffix,fluid+-ly,fluidly
root+suffix,fond+-ant,fondant
root+suffix,fond+-ling,fondling
root+suffix,fond+-us,fondus
root+suffix,forge+-ive,forgive
root+suffix,forge+-et,forget
root+suffix,form+-ally,formally
root+suffix,forward+-est,forwardest
root+suffix,forward+-er,forwarder
root+suffix,fragile+-est,fragilest
root+suffix,fragile+-er,fragiler
root+suffix,franchise+-er,franchiser
root+suffix,franchise+-ee,franchisee
root+suffix,frequent+-est,frequentest
root+suffix,frequent+-er,frequenter
root+suffix,fresh+-et,freshet
root+suffix,front+-ally,frontally
root+suffix,fuel+-ling,fuelling
root+suffix,fulfil+-ling,fulfilling
root+suffix,function+-ally,functionally
root+suffix,further+-most,furthermost
root+suffix,game+-est,gamest
root+suffix,game+-ness,gameness
root+suffix,game+-ine,gamine
root+suffix,game+-er,gamer
root+suffix,gang+-ling,gangling
root+suffix,gang+-ly,gangly
root+suffix,garden+-ia,gardenia
root+suffix,gather+-er,gatherer
root+suffix,gaze+-illion,gazillion
root+suffix,gaze+-ette,gazette
root+suffix,globe+-ally,globally
root+suffix,glory+-ous,glorious
root+suffix,goal+-ie,goalie
root+suffix,good+-ie,goodie
root+suffix,grand+-ee,grandee
root+suffix,grave+-ity,gravity
root+suffix,grave+-ling,graveling
root+suffix,group+-ie,groupie
root+suffix,group+-er,grouper
root+suffix,grow+-ling,growling
root+suffix,halt+-er,halter
root+suffix,hand+-ling,handling
root+suffix,hand+-some,handsome
root+suffix,hang+-ar,hangar
root+suffix,hate+-er,hater
root+suffix,hazard+-ous,hazardous
root+suffix,heal+-th,health
root+suffix,hear+-th,hearth
root+suffix,hell+-ion,hellion
root+suffix,hero+-ics,heroics
root+suffix,hide+-ous,hideous
root+suffix,home+-ie,homie
root+suffix,home+-age,homage
root+suffix,honest+-est,honestest
root+suffix,honest+-er,honester
root+suffix,horn+-et,hornet
root+suffix,host+-age,hostage
root+suffix,host+-ile,hostile
root+suffix,human+-ess,humanness
root+suffix,human+-oid,humanoid
root+suffix,human+-est,humanest
root+suffix,human+-er,humaner
root+suffix,humble+-ness,humbleness
root+suffix,humor+-ous,humorous
root+suffix,humor+-less,humorless
root+suffix,hurt+-ling,hurtling
root+suffix,image+-ine,imagine
root+suffix,improve+-able,improvable
root+suffix,incur+-ious,incurious
root+suffix,industry+-ous,industrious
root+suffix,industry+-ally,industrially
root+suffix,inform+-ally,informally
root+suffix,intense+-est,intensest
root+suffix,jail+-or,jailor
root+suffix,just+-est,justest
root+suffix,kind+-ling,kindling
root+suffix,know+-able,knowable
root+suffix,large+-ess,largess
root+suffix,late+-itude,latitude
root+suffix,leave+-en,leaven
root+suffix,left+-ie,leftie
root+suffix,left+-est,leftest
root+suffix,left+-most,leftmost
root+suffix,left+-er,lefter
root+suffix,left+-ism,leftism
root+suffix,less+-or,lessor
root+suffix,less+-ee,lessee
root+suffix,less+-on,lesson
root+suffix,lethal+-ly,lethally
root+suffix,level+-ness,levelness
root+suffix,level+-ling,levelling
root+suffix,limb+-er,limber
root+suffix,line+-age,lineage
root+suffix,line+-ally,lineally
root+suffix,line+-en,linen
root+suffix,linger+-ie,lingerie
root+suffix,link+-er,linker
root+suffix,list+-en,listen
root+suffix,load+-able,loadable
root+suffix,lock+-et,locket
root+suffix,logic+-ally,logically
root+suffix,loyal+-est,loyalest
root+suffix,loyal+-er,loyaler
root+suffix,luxury+-ous,luxurious
root+suffix,luxury+-ate,luxuriate
root+suffix,luxury+-ated,luxuriated
root+suffix,lyric+-ally,lyrically
root+suffix,machine+-able,machinable
root+suffix,magic+-ally,magically
root+suffix,maintain+-er,maintainer
root+suffix,major+-ly,majorly
root+suffix,male+-ice,malice
root+suffix,male+-aria,malaria
root+suffix,margin+-ally,marginally
root+suffix,marine+-ade,marinade
root+suffix,marine+-ate,marinate
root+suffix,marine+-er,mariner
root+suffix,marine+-ated,marinated
root+suffix,mark+-et,market
root+suffix,marry+-age,marriage
root+suffix,mass+-age,massage
root+suffix,mate+-ure,mature
root+suffix,medicine+-ally,medicinally
root+suffix,mess+-age,message
root+suffix,metre+-ics,metrics
root+suffix,metre+-ic,metric
root+suffix,mill+-ion,million
root+suffix,mill+-age,millage
root+suffix,mill+-et,millet
root+suffix,mine+-or,minor
root+suffix,mine+-us,minus
root+suffix,mine+-ion,minion
root+suffix,minute+-ia,minutia
root+suffix,miss+-ive,missive
root+suffix,miss+-ile,missile
root+suffix,mode+-ify,modify
root+suffix,mode+-ule,module
root+suffix,mode+-est,modest
root+suffix,mode+-ling,modeling
root+suffix,mode+-ern,modern
root+suffix,model+-ling,modelling
root+suffix,modify+-able,modifiable
root+suffix,moment+-ous,momentous
root+suffix,monument+-ally,monumentally
root+suffix,moral+-ist,moralist
root+suffix,mortgage+-er,mortgager
root+suffix,motive+-ated,motivated
root+suffix,mountain+-ous,mountainous
root+suffix,move+-ie,movie
root+suffix,murder+-ous,murderous
root+suffix,music+-ally,musically
root+suffix,must+-ard,mustard
root+suffix,mutual+-ly,mutually
root+suffix,nation+-ally,nationally
root+suffix,nature+-ally,naturally
root+suffix,need+-ling,needling
root+suffix,nerve+-ous,nervous
root+suffix,night+-ie,nightie
root+suffix,noble+-ness,nobleness
root+suffix,norm+-ally,normally
root+suffix,note+-ice,notice
root+suffix,notion+-ally,notionally
root+suffix,oblige+-ate,obligate
root+suffix,oblige+-ated,obligated
root+suffix,occasion+-ally,occasionally
root+suffix,office+-ious,officious
root+suffix,open+-ess,openness
root+suffix,open+-est,openest
root+suffix,organ+-ics,organics
root+suffix,origin+-ally,originally
root+suffix,origin+-ated,originated
root+suffix,over+-ule,overrule
root+suffix,over+-ode,overrode
root+suffix,over+-ate,overate
root+suffix,over+-age,overage
root+suffix,over+-ated,overrated
root+suffix,oxygen+-ated,oxygenated
root+suffix,pace+-ify,pacify
root+suffix,page+-ant,pageant
root+suffix,page+-er,pager
root+suffix,pair+-wise,pairwise
root+suffix,pale+-ate,palate
root+suffix,pale+-ette,palette
root+suffix,panel+-ling,panelling
root+suffix,pant+-ie,pantie
root+suffix,parallel+-ling,parallelling
root+suffix,park+-our,parkour
root+suffix,participate+-or,participator
root+suffix,participate+-ory,participatory
root+suffix,pass+-ive,passive
root+suffix,pass+-ion,passion
root+suffix,pass+-er,passer
root+suffix,past+-ie,pastie
root+suffix,past+-or,pastor
root+suffix,past+-ure,pasture
root+suffix,past+-ern,pastern
root+suffix,pastor+-ate,pastorate
root+suffix,patient+-est,patientest
root+suffix,patient+-er,patienter
root+suffix,peace+-ock,peacock
root+suffix,person+-ally,personally
root+suffix,pick+-ling,pickling
root+suffix,pick+-et,picket
root+suffix,pink+-ie,pinkie
root+suffix,place+-ate,placate
root+suffix,place+-er,placer
root+suffix,place+-ated,placated
root+suffix,place+-ard,placard
root+suffix,plan+-ar,planar
root+suffix,plan+-et,planet
root+suffix,plate+-itude,platitude
root+suffix,plate+-let,platelet
root+suffix,plate+-en,platen
root+suffix,poison+-ous,poisonous
root+suffix,pole+-ite,polite
root+suffix,pole+-ice,police
root+suffix,pole+-ish,polish
root+suffix,polite+-ics,politics
root+suffix,polite+-ic,politic
root+suffix,poll+-en,pollen
root+suffix,post+-ure,posture
root+suffix,precise+-est,precisest
root+suffix,precise+-ion,precision
root+suffix,precise+-er,preciser
root+suffix,prim+-ate,primate
root+suffix,prior+-ess,prioress
root+suffix,prior+-itize,prioritize
root+suffix,private+-est,privatest
root+suffix,private+-ize,privatize
root+suffix,private+-ion,privation
root+suffix,private+-er,privateer
root+suffix,prob+-ated,probated
root+suffix,profound+-er,profounder
root+suffix,program+-able,programmable
root+suffix,prompt+-est,promptest
root+suffix,proper+-est,properest
root+suffix,proper+-er,properer
root+suffix,protest+-or,protestor
root+suffix,publish+-able,publishable
root+suffix,pulse+-ated,pulsated
root+suffix,punk+-est,punkest
root+suffix,pure+-ee,puree
root+suffix,quest+-ion,question
root+suffix,quick+-ie,quickie
root+suffix,quiet+-us,quietus
root+suffix,race+-eme,raceme
root+suffix,rank+-ling,rankling
root+suffix,rank+-er,ranker
root+suffix,rape+-ine,rapine
root+suffix,rapid+-est,rapidest
root+suffix,rapid+-er,rapider
root+suffix,rate+-ify,ratify
root+suffix,rate+-ion,ration
root+suffix,reach+-able,reachable
root+suffix,real+-est,realest
root+suffix,real+-ize,realize
root+suffix,real+-er,realer
root+suffix,rear+-most,rearmost
root+suffix,rebel+-ling,rebelling
root+suffix,recent+-est,recentest
root+suffix,recent+-er,recenter
root+suffix,region+-ally,regionally
root+suffix,relax+-ant,relaxant
root+suffix,release+-able,releasable
root+suffix,repeat+-able,repeatable
root+suffix,rest+-ate,restate
root+suffix,rest+-ock,restock
root+suffix,rest+-ated,restated
root+suffix,retire+-ee,retiree
root+suffix,return+-ee,returnee
root+suffix,rhetoric+-ally,rhetorically
root+suffix,right+-est,rightest
root+suffix,right+-most,rightmost
root+suffix,right+-er,righter
root+suffix,riot+-ous,riotous
root+suffix,rise+-en,risen
root+suffix,rival+-ling,rivalling
root+suffix,robust+-est,robustest
root+suffix,robust+-er,robuster
root+suffix,rock+-et,rocket
root+suffix,romantic+-ally,romantically
root+suffix,root+-er,rooter
root+suffix,rose+-ate,roseate
root+suffix,routine+-ize,routinize
root+suffix,ruin+-ous,ruinous
root+suffix,sack+-ful,sackful
root+suffix,sale+-ine,saline
root+suffix,sale+-on,salon
root+suffix,salt+-ine,saltine
root+suffix,sand+-al,sandal
root+suffix,save+-ant,savant
root+suffix,save+-ory,savory
root+suffix,save+-age,savage
root+suffix,scandal+-ous,scandalous
root+suffix,score+-less,scoreless
root+suffix,seal+-ant,sealant
root+suffix,season+-ally,seasonally
root+suffix,secret+-ive,secretive
root+suffix,secret+-ion,secretion
root+suffix,secure+-est,securest
root+suffix,secure+-er,securer
root+suffix,self+-ie,selfie
root+suffix,sense+-ory,sensory
root+suffix,sequence+-er,sequencer
root+suffix,severe+-ance,severance
root+suffix,severe+-ally,severally
root+suffix,severe+-al,several
root+suffix,share+-able,shareable
root+suffix,share+-ia,sharia
root+suffix,sheep+-fold,sheepfold
root+suffix,shoe+-on,shoon
root+suffix,shoe+-al,shoal
root+suffix,short+-ish,shortish
root+suffix,shrink+-able,shrinkable
root+suffix,sign+-ally,signally
root+suffix,sign+-et,signet
root+suffix,silent+-est,silentest
root+suffix,silent+-er,silenter
root+suffix,simple+-ness,simpleness
root+suffix,sing+-ling,singling
root+suffix,sing+-ly,singly
root+suffix,size+-er,sizer
root+suffix,skill+-et,skillet
root+suffix,slave+-er,slaver
root+suffix,smart+-en,smarten
root+suffix,smooth+-ie,smoothie
root+suffix,soft+-ie,softie
root+suffix,sole+-itude,solitude
root+suffix,sole+-ar,solar
root+suffix,sole+-aria,solaria
root+suffix,solid+-est,solidest
root+suffix,solid+-er,solider
root+suffix,sort+-ie,sortie
root+suffix,space+-ship,spaceship
root+suffix,spark+-ling,sparkling
root+suffix,speed+-ster,speedster
root+suffix,spill+-age,spillage
root+suffix,spin+-ster,spinster
root+suffix,spin+-al,spinal
root+suffix,spine+-et,spinet
root+suffix,stab+-ling,stabling
root+suffix,staff+-er,staffer
root+suffix,stand+-ard,standard
root+suffix,star+-ling,starling
root+suffix,stark+-ness,starkness
root+suffix,start+-ling,startling
root+suffix,state+-ic,static
root+suffix,state+-ure,stature
root+suffix,state+-us,status
root+suffix,state+-ion,station
root+suffix,statistic+-ally,statistically
root+suffix,steal+-th,stealth
root+suffix,steam+-ship,steamship
root+suffix,stimul+-us,stimulus
root+suffix,stimul+-ated,stimulated
root+suffix,stock+-ade,stockade
root+suffix,strive+-en,striven
root+suffix,submit+-er,submitter
root+suffix,success+-or,successor
root+suffix,success+-ive,successive
root+suffix,success+-ion,succession
root+suffix,suck+-ling,suckling
root+suffix,sudden+-ess,suddenness
root+suffix,suggest+-er,suggester
root+suffix,superb+-est,superbest
root+suffix,superb+-er,superber
root+suffix,supply+-ant,suppliant
root+suffix,sweet+-ie,sweetie
root+suffix,switch+-er,switcher
root+suffix,system+-ics,systemics
root+suffix,table+-oid,tabloid
root+suffix,table+-et,tablet
root+suffix,tactic+-ally,tactically
root+suffix,tail+-or,tailor
root+suffix,tank+-ful,tankful
root+suffix,tank+-ard,tankard
root+suffix,teen+-age,teenage
root+suffix,tend+-er,tender
root+suffix,tend+-on,tendon
root+suffix,text+-ure,texture
root+suffix,text+-ile,textile
root+suffix,thick+-et,thicket
root+suffix,thin+-ess,thinness
root+suffix,thorough+-est,thoroughest
root+suffix,thorough+-er,thorougher
root+suffix,till+-able,tillable
root+suffix,tire+-ade,tirade
root+suffix,tone+-ics,tonics
root+suffix,topic+-ally,topically
root+suffix,total+-ling,totalling
root+suffix,tradition+-ally,traditionally
root+suffix,tragic+-ally,tragically
root+suffix,transmit+-al,transmittal
root+suffix,trap+-able,trappable
root+suffix,travel+-ling,travelling
root+suffix,tree+-ated,treated
root+suffix,trick+-ling,trickling
root+suffix,trip+-let,triplet
root+suffix,trip+-ling,tripling
root+suffix,truck+-ling,truckling
root+suffix,true+-ant,truant
root+suffix,true+-ancy,truancy
root+suffix,truth+-er,truther
root+suffix,tune+-ics,tunics
root+suffix,tune+-ic,tunic
root+suffix,tunnel+-ling,tunnelling
root+suffix,turn+-er,turner
root+suffix,under+-most,undermost
root+suffix,under+-ate,underrate
root+suffix,under+-age,underage
root+suffix,under+-ated,underrated
root+suffix,unique+-est,uniquest
root+suffix,unique+-er,uniquer
root+suffix,usual+-ly,usually
root+suffix,valid+-ness,validness
root+suffix,valid+-ated,validated
root+suffix,vary+-ous,various
root+suffix,vary+-ate,variate
root+suffix,venture+-ous,venturous
root+suffix,verse+-us,versus
root+suffix,very+-ly,verily
root+suffix,virtual+-ly,virtually
root+suffix,virtue+-ous,virtuous
root+suffix,virtue+-al,virtual
root+suffix,vote+-ive,votive
root+suffix,wage+-on,wagon
root+suffix,wall+-et,wallet
root+suffix,want+-on,wanton
root+suffix,warm+-th,warmth
root+suffix,wave+-let,wavelet
root+suffix,wear+-able,wearable
root+suffix,wear+-er,wearer
root+suffix,whip+-et,whippet
root+suffix,white+-ish,whitish
root+suffix,wide+-ness,wideness
root+suffix,will+-ful,willful
root+suffix,winter+-ize,winterize
root+suffix,wish+-er,wisher
root+suffix,wool+-ie,woolie
root+suffix,wool+-ly,woolly
root+suffix,worry+-er,worrier
root+suffix,wound+-er,wounder
root+suffix,write+-able,writable
root+suffix,wrong+-est,wrongest
root+suffix,wrong+-ness,wrongness
root+suffix,wrong+-er,wronger
root+root+suffix,alter+native+-ly,alternatively
root+root+suffix,auto+mate+-ics,automatics
root+root+suffix,auto+mate+-ic,automatic
root+root+suffix,auto+mate+-ion,automation
